Date,Symbol,Exchange,Outstanding Shares,Market Cap,Gap%,Avg Prev 3 Day Volume,PM Trades,PM Volume,PM Dollar Volume,Daily  Trades,Daily Volume,Daily Dollar Volume,PM Whale Ratio,Daily Whale Ratio,PM Supply Rotations,Daily Supply Rotations,PM Mkt Cap Rotations,Daily Mkt Cap Rotations,High to Close %,Low to Close %,Open to Close %,Overnight%,Long Optimal,Positive Open to Close,Positive Overnight,Minutes Open to HOD,Minutes Open to LOD,Macro Regime
2022-01-05,LIXT,NASDAQ,13746593,18557900.55,122.96,70147.0,54370,22120208,61022552.09,303474,123587897,315905006.16,406.85,407.24,1.61,8.99,3.29,17.02,-28.71,4.74,-26.58,-10.95,0,0,0,-16,-60,1.0
2022-02-03,TLMD,NASDAQ,99274594,63893128.7,335.05,573320.33,9588,8818075,24498331.83,47478,24804304,68951862.59,919.7,522.44,0.09,0.25,0.38,1.08,0.0,4.78,1.79,-0.7,1,1,0,-96,-150,1.0
2022-02-15,RESN,NASDAQ,66999853,82409819.19,256.91,969222.0,3012,3224324,14191617.3,58377,29339275,127176102.02,1070.49,502.58,0.05,0.44,0.17,1.54,-0.23,3.05,0.0,-0.91,1,0,0,-133,-330,
2022-02-23,TEN,NYSE,83132435,829661701.3,94.49,547840.33,4577,2149513,41592468.75,94474,26311848,508824595.59,469.63,278.51,0.03,0.32,0.05,0.61,-0.77,0.52,-0.31,-1.45,0,0,0,-138,-138,1.0
2022-02-24,INDO,NYSE,7447955,56083101.15,87.25,42877467.67,21824,5848699,82000270.83,288605,47006364,579154108.38,267.99,162.87,0.79,6.31,1.46,10.33,-20.18,23.13,-18.09,-13.42,1,0,0,-163,-330,1.0
2022-03-07,HUSA,NYSE,9928338,18863842.2,72.63,2324750.0,33886,9682449,37990689.42,741418,199764225,1352546454.31,285.74,269.44,0.98,20.12,2.01,71.7,-18.94,281.76,244.51,40.8,1,1,1,350,-330,1.0
2022-03-08,NINE,NYSE,32855054,117949643.86,96.94,24983936.0,51712,15849347,106167339.43,386154,82068204,521889611.88,306.49,212.53,0.48,2.5,0.9,4.42,-30.12,19.16,-19.94,-30.3,0,0,0,-34,-286,1.0
2022-03-08,USWS,NASDAQ,52351768,549693564.0,82.86,11498184.33,30914,11140693,34549858.62,169063,68755701,174310997.57,360.38,406.69,0.21,1.31,0.06,0.32,-47.45,21.53,-45.31,-84.48,0,0,0,-18,172,1.0
2022-03-08,HYMC,NASDAQ,60433395,19924890.33,242.74,3493136.33,42329,27454971,25744956.87,261595,202729289,184997721.0,648.61,774.97,0.45,3.35,1.29,9.28,-28.06,49.54,-11.5,-18.0,1,0,0,5,-318,1.0
2022-03-08,ENSV,NYSE,11432284,28580710.0,78.0,10389974.33,12382,4087082,15086113.59,348989,115257147,687554352.54,330.08,330.26,0.36,10.08,0.53,24.06,-52.05,13.21,-5.62,-23.33,0,0,0,98,-122,1.0
2022-03-09,SBFM,NASDAQ,7129778,10837262.56,168.42,75626.67,28052,8519719,42930445.69,248380,65874250,278073966.97,303.71,265.22,1.19,9.24,3.96,25.66,-24.0,20.63,-6.86,-28.59,0,0,0,-240,-274,1.0
2022-03-11,MGLD,NYSE,37485959,81344531.03,79.72,234487.0,12199,3630797,16813897.74,377890,89912795,512858041.64,297.63,237.93,0.1,2.4,0.21,6.3,-42.19,9.6,5.38,18.0,0,1,1,-323,-328,1.0
2022-03-15,HYMC,NASDAQ,60433395,84002419.05,94.96,207017924.33,110988,59966365,149958906.89,594816,331341658,651949728.92,540.3,557.05,0.99,5.48,1.79,7.76,-44.12,1.33,-43.91,4.61,0,0,1,-116,-236,1.0
2022-03-16,SONN,NASDAQ,29702970,114689107.76,79.48,405647.0,32503,32541654,16670705.78,245837,279448775,150271688.55,1001.19,1136.72,1.1,9.41,0.15,1.31,-23.07,17.85,4.04,-92.58,0,1,0,267,-163,1.0
2022-03-17,GLG,NASDAQ,207021577,245631101.11,72.36,6469775.0,19337,20941625,8967391.53,70317,83790427,33642816.34,1082.98,1191.61,0.1,0.4,0.04,0.14,-24.79,1.23,-19.32,-81.82,0,0,0,-330,323,1.0
2022-03-22,DPRO,NASDAQ,33197984,55440633.28,88.02,301349.33,75187,28966644,88846322.01,549865,183842521,579166217.39,385.26,334.34,0.87,5.54,1.6,10.45,-38.54,3.51,-24.84,0.42,0,0,1,9,-135,1.0
2022-03-23,CELZ,NASDAQ,6514723,11075029.1,102.94,1003284.67,53984,20844197,64518733.39,435227,140009982,443216121.23,386.12,321.69,3.2,21.49,5.83,40.02,-20.51,17.87,-10.14,-7.1,0,0,0,1,-175,1.0
2022-04-05,SBFM,NASDAQ,7149778,16158498.28,175.22,189902.67,138307,34391385,191026672.11,666271,155062899,894593217.81,248.66,232.73,4.81,21.69,11.82,55.36,-17.5,15.43,-9.81,-1.07,0,0,0,7,-121,1.0
2022-04-12,LIXT,NASDAQ,13746593,15121252.3,127.27,23082.67,50831,12658291,36886514.23,587742,183120855,643093643.74,249.03,311.57,0.92,13.32,2.44,42.53,-62.83,3.37,-26.4,1.63,0,0,1,19,-60,1.0
2022-04-13,KLDO,NASDAQ,42622559,7331080.15,79.36,15829153.67,21451,22849451,6734343.26,175191,189994283,75465163.93,1065.19,1084.5,0.54,4.46,0.92,10.29,-39.78,0.37,-2.4,39.22,0,0,1,20,-329,1.0
2022-04-20,IO,NYSE,29617040,10810219.6,107.95,5182509.33,20968,15991380,11698533.09,169087,154173976,105659001.78,762.66,911.8,0.54,5.21,1.08,9.77,-17.04,37.94,-8.04,-16.62,1,0,0,-69,-161,1.0
2022-04-21,CYN,NASDAQ,55777997,60240236.76,86.11,110069.67,45202,20120812,37329185.82,571075,221419246,454032793.72,445.13,387.72,0.36,3.97,0.62,7.54,-13.47,28.48,5.47,-12.03,1,1,0,28,-60,1.0
2022-04-25,NKTX,NASDAQ,33009594,256484545.38,86.49,116361.33,52838,11748458,159012227.6,655642,109832042,1738277460.42,222.35,167.52,0.36,3.33,0.62,6.78,-1.21,33.24,29.19,-12.77,1,1,0,382,-147,1.0
2022-04-26,EVOK,NASDAQ,32917901,155477830.0,255.69,43806.0,43837,34004633,39619108.3,247055,215117033,224369768.48,775.71,870.73,1.03,6.53,0.25,1.44,-38.57,3.34,-38.57,-91.52,0,0,0,-1,-81,1.0
2022-04-27,VIVK,NASDAQ,15038619,25716038.49,77.78,49657.33,18529,5601373,19977524.98,268774,80505827,304884641.1,302.3,299.53,0.37,5.35,0.78,11.86,-18.89,23.72,20.07,-15.62,1,1,0,-53,-58,1.0
2022-04-28,IDAI,NASDAQ,52929320,111151572.0,199.52,18140.67,48088,11185320,65112755.41,271457,55417347,353056509.18,232.6,204.15,0.21,1.05,0.59,3.18,-41.61,6.33,-25.28,-13.62,0,0,0,3,-291,1.0
2022-04-28,STAB,NASDAQ,49979531,10445721.98,70.91,7226075.67,22202,25935063,9398843.95,176363,216095541,90640036.47,1168.14,1225.29,0.52,4.32,0.9,8.68,-23.98,11.47,6.41,-10.55,0,1,0,167,-173,1.0
2022-04-29,GTYH,NASDAQ,59408122,168124985.26,118.02,178330.67,1354,3336952,20560850.56,24422,18398996,112840883.6,2464.51,753.38,0.06,0.31,0.12,0.67,-1.77,0.66,-1.3,-0.82,0,0,0,-116,161,1.0
2022-05-12,ALNA,NASDAQ,107725169,8402563.18,115.38,14431607.67,32740,54300512,8633928.1,147694,250673873,40176152.47,1658.54,1697.25,0.5,2.33,1.03,4.78,-36.67,5.56,-20.83,12.56,0,0,1,1,-329,1.0
2022-05-23,CBIO,NASDAQ,31477053,1572611.11,150.0,69690.67,27309,20046758,17903252.81,311995,240688898,275910365.83,734.07,771.45,0.64,7.65,11.38,175.45,-13.61,41.88,33.68,528.84,1,1,1,234,-60,1.0
2022-06-16,ADN,NASDAQ,51612205,59870157.8,150.0,619635.33,50347,16492038,42164687.59,659278,216436871,735448731.2,327.57,328.29,0.32,4.19,0.7,12.28,-10.94,44.57,37.59,-16.04,1,1,0,300,-155,1.0
2022-06-27,AFIB,NASDAQ,28336285,15256255.84,96.88,811342.67,39584,21763506,24022848.07,224503,140777229,151353379.69,549.81,627.06,0.77,4.97,1.57,9.92,-16.87,13.17,-4.72,-11.02,0,0,0,-43,-206,1.0
2022-06-28,KZR,NASDAQ,60415586,349202087.08,90.48,5314146.0,27381,8270626,91341741.49,251104,48722999,469292095.34,302.06,194.04,0.14,0.81,0.26,1.34,-24.77,5.87,-24.7,-2.9,0,0,0,-49,314,1.0
2022-06-29,ALNA,NASDAQ,107725169,12819295.11,117.23,11904519.0,20493,30663424,7415528.5,309073,576064289,194586460.78,1496.29,1863.85,0.28,5.35,0.58,15.18,-42.05,8.51,-1.35,-18.0,0,0,0,23,-137,1.0
2022-07-06,IINN,NASDAQ,10091706,12513715.44,82.26,56219.67,31785,12142869,26491966.96,224246,88746366,202428122.87,382.03,395.75,1.2,8.79,2.12,16.18,-17.36,8.42,-3.1,17.35,0,0,1,8,-60,1.0
2022-07-11,PLRX,NASDAQ,36182297,321298797.36,80.29,111620.67,48821,11058609,154046237.93,572579,83140971,1569605465.0,226.51,145.2,0.31,2.3,0.48,4.89,0.0,45.11,43.66,-2.17,1,1,0,388,-142,1.0
2022-07-12,GOEV,NASDAQ,254326544,602753909.28,96.2,4146839.0,73590,26616158,108946508.81,522953,173979103,741747780.33,361.68,332.69,0.1,0.68,0.18,1.23,-27.4,1.4,-21.94,1.1,0,0,1,10,-330,1.0
2022-07-13,XRTX,NASDAQ,27563000,33626860.0,72.13,10852.67,27127,7174944,17079612.13,89722,23221007,47024789.47,264.49,258.81,0.26,0.84,0.51,1.4,-18.83,13.13,-13.81,-8.84,0,0,0,-141,-150,1.0
2022-07-25,GOVX,NASDAQ,12547829,7967871.42,74.8,764805.33,46457,25862344,27646265.61,323938,213285628,289132223.16,556.69,658.41,2.06,17.0,3.47,36.29,-14.52,57.43,43.24,3.77,1,1,1,332,-77,1.0
2022-07-26,AYLA,NASDAQ,14503743,12618256.41,81.61,656360.0,26174,8690584,14089473.57,244576,101955042,199508074.09,332.03,416.86,0.6,7.03,1.12,15.81,-30.17,12.67,6.96,-11.24,0,1,0,28,-323,1.0
2022-08-02,APDN,NASDAQ,8982520,6117096.12,95.3,85819.67,35804,14208759,19698372.92,297490,117166145,289374312.0,396.85,393.85,1.58,13.04,3.22,47.31,-35.63,115.38,110.53,98.21,1,1,1,339,-117,1.0
2022-08-03,APDN,NASDAQ,8982520,25151056.0,98.21,39110758.67,58300,18576604,100511135.68,370511,108875331,526427507.09,318.64,293.85,2.07,12.12,4.0,20.93,-28.82,14.21,-26.13,8.05,0,0,1,-90,323,1.0
2022-08-08,BNSO,NASDAQ,5828205,27858819.9,132.64,332894.33,10995,2736953,31204167.53,103986,11415452,118168741.33,248.93,109.78,0.47,1.96,1.12,4.24,-34.82,4.93,-29.14,-22.59,0,0,0,-90,-329,1.0
2022-08-18,PSTV,NASDAQ,22197635,12230896.88,94.19,31947976.0,35879,20064797,23361891.57,135151,93484207,89643950.63,559.24,691.7,0.9,4.21,1.91,7.33,-29.33,19.96,-20.75,-14.26,0,0,0,-66,125,1.0
2022-09-06,HYRE,NASDAQ,21973648,17649234.07,76.17,151727.33,37753,21662224,28363580.78,213789,112267868,146827832.69,573.79,525.13,0.99,5.11,1.61,8.32,-13.61,8.55,-10.25,-4.72,0,0,0,0,-150,1.0
2022-09-13,AKRO,NASDAQ,37571426,461001397.02,128.52,462966.33,26952,7570405,195367154.55,449992,49698299,1353826163.97,280.88,110.44,0.2,1.32,0.42,2.94,-2.45,16.15,3.6,0.0,1,1,0,-38,-210,1.0
2022-09-22,SPRO,NASDAQ,35067477,28814945.85,148.27,433769.33,83477,41250164,77046418.56,568473,218597316,492519174.75,494.15,384.53,1.18,6.23,2.67,17.09,-30.82,18.92,7.84,2.95,0,1,1,86,-325,1.0
2022-10-03,LOGC,NASDAQ,32962733,8982344.74,644.95,153951.0,4847,3356836,6540157.04,24504,14434177,28928896.08,692.56,589.05,0.1,0.44,0.73,3.22,-0.99,0.0,-0.99,0.0,0,0,0,-22,-150,1.0
2022-10-04,BTB,NASDAQ,101866794,171289014.11,136.13,1397519.67,22998,19983224,4698355.07,160749,183887168,61348894.3,868.91,1143.94,0.2,1.81,0.03,0.36,-26.15,23.08,20.89,-95.0,0,1,0,78,-194,1.0
2022-10-17,FNHC,NASDAQ,17519237,9110003.24,80.73,30794133.67,10789,7920821,6448564.13,88116,57489831,54191899.11,734.16,652.43,0.45,3.28,0.71,5.95,-26.21,9.71,-11.28,30.73,0,0,1,8,-310,1.0
2022-10-18,AKUS,NASDAQ,36932597,258897504.97,87.02,171987.0,2753,5718625,74835280.71,44644,17415160,228049957.21,2077.23,390.09,0.15,0.47,0.29,0.88,-1.2,2.25,0.61,0.38,1,1,1,-159,-160,1.0
2022-10-27,USER,NYSE,144713010,558592218.6,92.75,254552.0,1851,4464146,33084273.72,58682,21340320,158553501.83,2411.75,363.66,0.03,0.15,0.06,0.28,-3.52,0.14,-0.54,0.0,0,0,0,1,-48,1.0
2022-11-09,MACK,NASDAQ,13410243,53640972.0,215.75,17819.33,29634,7485376,89229699.68,244238,34396645,417292359.99,252.59,140.83,0.56,2.56,1.66,7.78,-8.42,11.8,-0.95,-4.0,1,0,0,-114,-290,1.0
2022-11-21,IMGO,NASDAQ,33822201,588506297.4,105.0,103857.67,2290,2167362,77264414.38,48223,20442978,727848169.85,946.45,423.93,0.06,0.6,0.13,1.24,-0.45,0.42,-0.22,0.03,0,0,1,-151,-165,1.0
2022-12-12,HTGM,NASDAQ,11049948,71603663.04,207.41,15654282.33,67898,30253311,42389316.8,360349,146446095,205956184.48,445.57,406.4,2.74,13.25,0.59,2.88,-48.22,6.06,-38.55,-93.1,0,0,0,5,-229,1.0
2022-12-12,APVO,NASDAQ,5007241,17391149.44,98.09,60881.67,35259,8846819,60012820.0,219860,39448370,231203303.55,250.91,179.42,1.77,7.88,3.45,13.29,-45.69,2.62,-43.17,-10.74,0,0,0,-294,-86,1.0
2022-12-19,CEI,NYSE,719145888,2229352252.8,93.55,94533565.0,65124,132729472,15821189.41,349201,792306563,98131220.03,2038.1,2268.91,0.18,1.1,0.01,0.04,-28.05,7.2,-10.67,-98.17,0,0,0,-328,-330,1.0
2022-12-21,VERO,NASDAQ,73875328,18616582.66,94.44,244267.0,24217,17583177,8208839.4,92049,78149721,33977413.81,726.07,849.0,0.24,1.06,0.44,1.83,-45.82,2.72,-39.18,-6.04,0,0,0,-85,387,1.0
2022-12-22,APE,NYSE,531716231,364225618.24,79.56,9244447.0,44036,29390268,35853640.16,301652,180271312,217832787.63,667.41,597.61,0.06,0.34,0.1,0.6,-13.04,16.5,-2.44,40.83,1,0,1,-42,-61,1.0
2022-12-23,XPON,NASDAQ,6802464,6683420.88,204.33,1393236.33,32166,7191075,22019443.13,196999,49054556,132987008.09,223.56,249.01,1.06,7.21,3.29,19.9,-37.17,10.33,-21.4,-5.11,0,0,0,1,284,1.0
2022-12-27,ELYS,NASDAQ,61767845,10784665.74,102.46,4723807.33,6587,5163935,1632877.84,94745,92871660,37113861.42,783.96,980.23,0.08,1.5,0.15,3.44,-26.0,31.67,4.67,-7.35,1,1,0,47,-152,1.0
2023-01-03,JSPR,NASDAQ,37984368,18342651.31,210.62,379798.0,30788,14295436,16424425.16,173312,63698422,144735971.79,464.32,367.54,0.38,1.68,0.9,7.89,-27.89,86.39,82.67,-7.3,1,1,0,201,-90,1.0
2023-01-04,VVOS,NASDAQ,23012119,17028968.06,178.38,646687.0,68351,23352190,34288373.34,323459,113469683,241355859.74,341.65,350.8,1.01,4.93,2.01,14.17,-36.53,7.43,-8.74,-15.96,0,0,0,66,-273,1.0
2023-01-05,BLPH,NASDAQ,9545451,8732178.57,274.95,25865.67,55787,12680960,30347210.9,238285,59173022,147014201.06,227.31,248.33,1.33,6.2,3.48,16.84,-34.57,11.71,-33.24,-14.41,0,0,0,0,-60,1.0
2023-01-05,ABVC,NASDAQ,32632329,20232043.98,106.45,36606.0,27672,8052294,11258334.87,134008,43788026,59654670.96,290.99,326.76,0.25,1.34,0.56,2.95,-42.78,5.94,-16.41,-12.17,0,0,0,27,-60,1.0
2023-01-06,SPRB,NASDAQ,23560250,29450312.5,153.6,1300740.33,72297,15105896,43717317.28,260951,63553375,168653030.21,208.94,243.55,0.64,2.7,1.48,5.73,-28.4,10.5,-23.66,14.05,0,0,1,0,-279,1.0
2023-01-17,CLXT,NASDAQ,48844619,9070445.75,156.76,1005244.67,28768,21639551,9235969.57,105328,83988999,34012855.07,752.21,797.4,0.44,1.72,1.02,3.75,-30.41,9.69,-25.9,-5.66,0,0,0,-12,-180,1.0
2023-01-20,GNS,NYSE,16155810,33765642.9,142.58,96761932.33,184114,47634858,202423398.68,807786,231767290,875504250.12,258.72,286.92,2.95,14.35,5.99,25.93,-37.57,16.97,-36.09,6.17,0,0,1,-15,-330,1.0
2023-01-20,HLBZ,NASDAQ,83871840,10324623.5,115.27,19632935.67,63142,87190960,18225097.34,387552,644150410,162532423.64,1380.87,1662.1,1.04,7.68,1.77,15.74,-44.8,9.93,-23.13,46.34,0,0,1,16,-156,1.0
2023-02-03,HSCS,NASDAQ,8210503,11658914.26,85.21,2318204.67,21528,5988457,14838795.44,211656,66525316,195419752.7,278.17,314.31,0.73,8.1,1.27,16.76,-13.92,62.67,29.28,-13.82,1,1,0,317,-321,1.0
2023-02-08,CELZ,NASDAQ,14076246,7281642.06,164.84,123779.33,67749,32336035,39658579.69,299993,137828477,162956386.96,477.29,459.44,2.3,9.79,5.45,22.38,-26.76,6.0,-24.09,-3.86,0,0,0,0,-90,1.0
2023-02-09,WLDS,NASDAQ,11136850,7010647.08,77.92,179189.0,45569,21141774,22994249.47,146205,63549571,66668282.81,463.95,434.66,1.9,5.71,3.28,9.51,-29.46,5.2,-18.75,-8.79,0,0,0,1,-204,1.0
2023-02-09,HPCO,NASDAQ,32982605,24901866.77,78.81,1074090.33,16417,4127258,5460127.46,430938,134913814,428740045.9,251.4,313.07,0.13,4.09,0.22,17.22,-2.0,252.0,225.93,-61.14,1,1,0,382,-60,1.0
2023-02-15,RNAZ,NASDAQ,12977234,6099299.98,90.96,1127387.67,29311,13846493,12621116.39,88099,40724053,33512940.67,472.4,462.25,1.07,3.14,2.07,5.49,-26.37,10.02,-25.35,-21.33,0,0,0,-149,292,1.0
2023-02-16,NEXI,NASDAQ,26078451,10692164.91,78.05,91368.33,29187,16695799,11312398.51,109510,62588476,42640629.68,572.03,571.53,0.64,2.4,1.06,3.99,-26.28,9.91,-17.79,-7.47,0,0,0,5,-149,1.0
2023-02-16,TA,NASDAQ,14837240,733553145.6,70.91,80589.67,931,1123437,94930472.38,51144,10597726,894135353.3,1206.7,207.21,0.08,0.71,0.13,1.22,-0.2,0.45,-0.08,-0.04,1,0,0,-60,-90,1.0
2023-02-17,IBIO,NYSE,12369154,9279339.33,117.28,1885043.67,25935,9365401,16298687.9,184741,80345730,129980903.89,361.11,434.91,0.76,6.5,1.76,14.01,-25.63,11.28,-9.2,2.7,0,0,1,-323,132,1.0
2023-02-27,LHDX,NASDAQ,40598954,5683853.56,396.29,38242007.0,80248,63445969,35622826.19,313899,278470416,156814843.56,790.62,887.13,1.56,6.86,6.27,27.59,-32.02,17.24,-26.6,-11.76,0,0,0,-15,-152,1.0
2023-02-28,CDIO,NASDAQ,9514743,12700278.96,183.19,91384.33,79171,19764075,59483097.41,368053,100099162,329386293.99,249.64,271.97,2.08,10.52,4.68,25.94,-13.75,18.97,-8.73,-1.45,1,0,0,0,-90,1.0
2023-03-03,OBSV,NASDAQ,108620471,11513769.93,97.08,21609205.67,29326,27967195,5804377.0,157223,197590304,45239917.07,953.67,1256.75,0.26,1.82,0.5,3.93,-19.72,30.39,10.1,-2.96,1,1,0,350,157,1.0
2023-03-06,UNCY,NASDAQ,15088670,7393448.3,187.76,81723.0,57840,22095070,26335191.9,268294,103033496,133033409.16,382.0,384.03,1.46,6.83,3.56,17.99,-23.93,9.73,-12.06,17.74,0,0,1,17,-150,1.0
2023-03-08,KBAL,NASDAQ,36599289,245581229.19,78.69,129599.33,6252,2909592,34190359.93,62502,11743079,142576908.81,465.39,187.88,0.08,0.32,0.14,0.58,-0.56,3.78,3.17,-0.49,1,1,0,29,-159,1.0
