Symbol,Date,Exchange,Open,High,Low,Close,Prev High,Prev Low,Prev Close,GAP%,ATR14,Outstanding Shares,Market Cap,Volume(-1),Volume(-2),Volume(-3),Avg Prev 3 Day Volume,PM Volume,Daily Volume,Volume Open to HOD,Volume HOD to Close,PM Trades,No. Trades,PM Volume / Avg Prev 3 Day Volume,Daily Volume / Avg Prev 3 Day Volume,PM Supply Rotation,Daily Supply Rotation,Supply Rotations Open to HOD,Supply Rotations HOD to Close,Open Time,Time HOD,Time LOD,Minutes Open to HOD,Minutes Open to LOD,Time HOD - LOD,Broke PM High,Broke PM Low,Day
ARQL,2010-03-31,NASDAQ,6.04,7.49,5.71,5.72,3.52,3.32,3.5,72.57,4.26,44729014.0,156551549.0,125031.0,98088.0,52530.0,91883.0,3303563.0,47352391.0,19739095.0,23789346.0,6080.0,142780.0,35.95,515.36,0.07,1.06,0.44,0.53,09:30:00,11:27:00,07:30:00,117.0,-120.0,237.0,True,False,2
RPC,2010-04-08,NYSE,0.88,1.04,0.68,0.7,0.47,0.35,0.38,131.58,0.82,22682118.0,8619204.84,7543632.0,3290120.0,219130.0,3684294.0,3055390.0,20318340.0,,16275926.0,3680.0,17834.0,0.83,5.51,0.13,0.9,,0.72,09:30:00,08:29:00,08:00:00,-61.0,-90.0,29.0,False,False,3
AVNR,2010-11-01,NASDAQ,5.67,5.8,4.67,4.8,3.05,1.31,2.42,134.3,4.49,95965572.0,232236684.24,19733642.0,5118282.0,5062758.0,9971560.67,7626895.0,55469844.0,,45504661.0,15064.0,132514.0,0.76,5.56,0.08,0.58,,0.47,09:30:00,08:04:00,14:56:00,-86.0,326.0,-412.0,False,True,0
ITMN,2010-12-17,NASDAQ,28.23,35.35,27.23,34.89,14.38,13.83,14.27,97.83,22.88,55283056.0,788889209.12,595647.0,801240.0,489237.0,628708.0,3404841.0,34653870.0,27447595.0,390677.0,13739.0,142529.0,5.42,55.12,0.06,0.63,0.5,0.01,09:30:00,15:57:00,06:10:00,387.0,-200.0,587.0,True,False,4
XNPT,2011-04-07,NASDAQ,11.11,11.34,9.71,9.96,7.07,5.85,6.38,74.14,5.55,35357000.0,225577660.0,2485743.0,1567298.0,1911248.0,1988096.33,3995688.0,26502314.0,,20702798.0,6774.0,69397.0,2.01,13.33,0.11,0.75,,0.59,09:30:00,08:26:00,10:07:00,-64.0,37.0,-101.0,False,True,3
GLBC,2011-04-11,NASDAQ,26.39,26.5,22.77,24.97,15.04,14.66,14.8,78.31,12.77,60497709.0,895366093.2,119569.0,185039.0,83468.0,129358.67,1559688.0,17105439.0,1229352.0,12009589.0,2520.0,62832.0,12.06,132.23,0.03,0.28,0.02,0.2,09:30:00,09:06:00,08:00:00,-24.0,-90.0,66.0,False,False,0
HRBN,2011-06-20,NASDAQ,14.41,14.49,11.67,13.35,8.9,7.05,8.39,71.79,12.43,31250820.0,262131878.16,6649291.0,14761051.0,1048330.0,7486224.0,1987473.0,15269216.0,,12787839.0,7919.0,56359.0,0.27,2.04,0.06,0.49,,0.41,09:30:00,07:32:00,07:11:00,-118.0,-139.0,21.0,False,False,0
BBND,2011-10-11,NASDAQ,2.21,2.22,2.21,2.22,1.31,1.24,1.27,74.02,1.02,72190000.0,91681300.0,179971.0,168431.0,198477.0,182293.0,15118917.0,34102440.0,158381.0,16312558.0,2582.0,8797.0,82.94,187.07,0.21,0.47,0.0,0.23,09:30:00,08:03:00,07:41:00,-87.0,-109.0,22.0,False,False,1
ANDS,2011-10-17,NASDAQ,3.66,3.67,3.64,3.65,1.06,1.01,1.04,251.92,2.87,57176285.0,59463336.4,303571.0,1224752.0,426167.0,651496.67,6386299.0,45883256.0,,37384219.0,3515.0,21259.0,9.8,70.43,0.11,0.8,,0.65,09:30:00,07:25:00,07:02:00,-125.0,-148.0,23.0,False,False,0
ADLR,2011-10-24,NASDAQ,4.46,4.7,4.36,4.67,2.0,1.76,1.92,132.29,3.19,46601704.0,89475271.68,219372.0,91191.0,183775.0,164779.33,3540812.0,14067505.0,9711820.0,772487.0,4174.0,25214.0,21.49,85.37,0.08,0.3,0.21,0.02,09:30:00,07:44:00,07:30:00,-106.0,-120.0,14.0,False,False,0
LNG,2011-10-26,NYSE,10.68,10.95,8.55,10.32,6.41,6.01,6.12,74.51,6.39,82843733.0,507003645.96,1758898.0,2520155.0,1350030.0,1876361.0,3014100.0,32580460.0,,28823186.0,8219.0,121549.0,1.61,17.36,0.04,0.39,,0.35,09:30:00,09:09:00,08:04:00,-21.0,-86.0,65.0,False,False,2
MDVN,2011-11-03,NASDAQ,9.18,10.11,8.58,9.94,4.25,4.03,4.13,122.14,6.12,34910494.0,577070465.82,236311.0,477443.0,274395.0,329383.0,9160752.0,57299996.0,45394384.0,1143812.0,24132.0,265824.0,27.81,173.96,0.26,1.64,1.3,0.03,09:30:00,07:53:00,07:26:00,-97.0,-124.0,27.0,False,False,3
INHX,2011-11-04,NASDAQ,7.79,9.45,7.58,8.54,4.03,3.89,3.96,96.72,6.24,78293482.0,310042188.72,787455.0,536503.0,724179.0,682712.33,5079028.0,29642315.0,19959175.0,3369538.0,10381.0,86916.0,7.44,43.42,0.06,0.38,0.25,0.04,09:30:00,08:53:00,08:00:00,-37.0,-90.0,53.0,False,False,4
TLB,2011-12-07,NYSE,2.7,2.75,2.39,2.65,1.59,1.49,1.56,73.08,1.29,70507286.0,109991366.16,2144404.0,2923973.0,3101224.0,2723200.33,1322876.0,14289979.0,,12311393.0,2434.0,33601.0,0.49,5.25,0.02,0.2,,0.17,09:30:00,08:07:00,10:07:00,-83.0,37.0,-120.0,False,True,2
INHX,2012-01-09,NASDAQ,23.71,24.08,23.55,23.7,10.33,9.47,9.87,140.22,15.64,78293482.0,772756667.34,2992122.0,1099288.0,6037527.0,3376312.33,10827216.0,34525527.0,2436587.0,20323475.0,17245.0,104605.0,3.21,10.23,0.14,0.44,0.03,0.26,09:30:00,06:56:00,09:43:00,-154.0,13.0,-167.0,False,True,0
BKS,2012-04-30,NYSE,16.9,17.04,13.53,13.6,8.98,8.37,8.96,88.52,10.19,60195555.0,823475192.4,834517.0,1005143.0,950899.0,930186.33,6710511.7,45181458.18,,36750531.05,20951.98,173039.24,7.21,48.57,0.11,0.75,,0.61,09:30:00,07:44:00,15:59:00,-106.0,389.0,-495.0,False,True,0
TLB,2012-05-31,NYSE,2.58,2.59,2.35,2.44,1.4,1.28,1.29,100.39,1.33,70275103.0,90654882.87,3444907.0,7055164.0,13986714.0,8162261.67,15815805.0,48315663.0,,30161208.0,7533.0,43258.0,1.94,5.92,0.23,0.69,,0.43,09:30:00,08:00:00,08:00:00,-90.0,-90.0,0.0,False,False,3
DITC,2012-09-18,NASDAQ,1.42,1.43,1.41,1.41,0.81,0.78,0.81,75.76,0.67,26894963.0,21728440.61,600.0,20300.0,2119.0,7673.0,1146500.0,12716209.0,161542.0,11261498.0,349.0,4307.0,149.42,1657.27,0.04,0.47,0.01,0.42,09:30:00,08:56:00,12:13:00,-34.0,163.0,-197.0,False,True,1
SRPT,2012-10-03,NASDAQ,31.73,45.0,29.26,44.93,17.12,14.84,14.99,111.67,31.33,24302261.0,364290892.39,2678302.0,2234876.0,1501323.0,2138167.0,2724793.0,27916939.0,24200100.0,,9963.0,136282.0,1.27,13.06,0.11,1.15,1.0,,09:30:00,15:59:00,07:00:00,389.0,-150.0,539.0,True,False,2
ACAD,2012-11-27,NASDAQ,6.5,6.54,5.06,5.43,2.37,2.17,2.3,182.61,4.74,56621575.0,130229622.5,3061611.0,1077505.0,1711991.0,1950369.0,8576574.0,60156445.0,,43683620.0,20673.0,130053.0,4.4,30.84,0.15,1.06,,0.77,09:30:00,08:49:00,07:19:00,-41.0,-131.0,90.0,False,False,1
STEC,2013-06-24,NASDAQ,6.72,6.74,6.7,6.71,3.59,3.38,3.59,87.33,3.43,46832203.0,168127608.77,1050661.0,404755.0,249555.0,568323.67,2044616.0,20866336.0,,18235370.0,1829.0,21275.0,3.6,36.72,0.04,0.45,,0.39,09:30:00,09:10:00,08:30:00,-20.0,-60.0,40.0,False,False,0
LEAP,2013-07-15,NASDAQ,17.23,17.25,16.74,16.95,8.12,7.71,7.98,115.91,11.44,79180726.0,631862193.48,4185603.0,2309325.0,1723464.0,2739464.0,7107818.0,33654419.0,1481767.0,23502790.0,10592.0,90831.0,2.59,12.29,0.09,0.43,0.02,0.3,09:30:00,08:25:00,07:39:00,-65.0,-111.0,46.0,False,False,0
MAKO,2013-09-25,NASDAQ,29.49,29.59,29.45,29.46,16.44,15.97,16.17,82.37,14.19,47027327.0,760431877.59,425923.0,459830.0,796248.0,560667.0,12206605.0,46049266.0,3560489.0,29566113.0,19465.0,84057.0,21.77,82.13,0.26,0.98,0.08,0.63,09:30:00,08:30:00,08:30:00,-60.0,-60.0,0.0,False,False,2
GERN,2013-11-07,NASDAQ,6.85,7.36,4.9,4.92,3.78,3.36,3.4,101.39,4.0,128967411.0,464282679.6,3175746.0,2750743.0,2189163.0,2705217.33,3691552.38,51311109.55,2498805.52,43692426.29,8187.86,127607.49,1.36,18.97,0.03,0.4,0.02,0.34,09:30:00,09:25:00,08:31:00,-5.0,-59.0,54.0,False,False,3
VNDA,2013-11-12,NASDAQ,12.17,13.49,11.07,13.3,6.93,6.11,6.79,79.29,7.79,33190106.0,225294439.53,2437370.0,1893589.0,2890483.0,2407147.33,1824653.0,21663894.0,18449091.0,999113.0,6501.0,82904.0,0.76,9.0,0.05,0.65,0.56,0.03,09:30:00,15:52:00,07:58:00,382.0,-92.0,474.0,True,False,1
ECYT,2014-03-21,NASDAQ,33.29,33.7,25.88,28.17,14.9,13.88,14.64,127.39,21.2,36180617.0,529684232.88,847439.0,719193.0,750735.0,772455.67,2778702.0,15995762.0,,11910922.0,8728.0,83114.0,3.6,20.71,0.08,0.44,,0.33,09:30:00,08:55:00,08:30:00,-35.0,-60.0,25.0,False,False,4
PTCT,2014-05-23,NASDAQ,27.69,28.75,19.8,20.03,15.35,14.53,15.32,80.74,14.24,30074453.0,460740619.96,282011.0,96301.0,96276.0,158196.0,1256095.0,10198878.0,,8240263.0,6395.0,55935.0,7.94,64.47,0.04,0.34,,0.27,09:30:00,08:08:00,07:31:00,-82.0,-119.0,37.0,False,False,4
NRX,2014-12-31,NASDAQ,13.0,17.98,12.6,13.35,4.74,4.63,4.65,179.57,13.35,8862114.0,41208830.1,28218.0,6300.0,9724.0,14747.33,1011913.0,23606351.0,5169654.0,16421233.0,4271.0,114557.0,68.62,1600.72,0.11,2.66,0.58,1.85,09:30:00,09:58:00,07:12:00,28.0,-138.0,166.0,True,False,2
AQXP,2015-08-10,NASDAQ,17.79,55.75,17.56,18.88,11.68,2.43,10.42,70.73,54.37,10727221.0,111777642.82,62255911.0,129144.0,71816.0,20818957.0,1585913.0,18091087.0,6029913.0,9036281.0,6367.0,109713.0,0.08,0.87,0.15,1.69,0.56,0.84,09:30:00,10:11:00,04:15:00,41.0,-315.0,356.0,True,False,0
CERE,2015-08-12,NASDAQ,3.91,4.8,2.06,2.06,1.01,0.95,0.95,310.46,3.9,6032222.0,5746294.68,228924.0,331979.0,84502.0,215135.0,2920922.0,22031345.0,,17456016.0,7856.0,67479.0,13.58,102.41,0.48,3.65,,2.89,09:30:00,09:30:00,08:01:00,0.0,-89.0,89.0,True,False,2
HILL,2015-08-19,NASDAQ,9.69,9.7,9.68,9.68,5.49,5.18,5.18,87.07,4.63,62332870.0,322884266.6,587009.0,425330.0,312811.0,441716.67,13399729.0,48335241.0,,34026279.0,3504.0,60815.0,30.34,109.43,0.21,0.78,,0.55,09:30:00,07:39:00,06:00:00,-111.0,-210.0,99.0,False,False,2
ENVI,2015-09-10,NASDAQ,4.07,4.07,4.05,4.06,2.06,1.86,1.9,114.21,2.4,27857201.0,52928681.9,70826.0,206207.0,1316860.0,531297.67,1792509.0,12261887.0,,9590765.0,745.0,7726.0,3.37,23.08,0.06,0.44,,0.34,09:30:00,07:26:00,06:50:00,-124.0,-160.0,36.0,False,False,3
AERI,2015-09-17,NASDAQ,32.5,33.25,28.78,30.08,18.3,17.63,18.0,80.56,18.32,25692144.0,462458592.0,2556552.0,341727.0,392583.0,1096954.0,1775570.0,17467500.0,281891.0,13991824.0,6901.0,95478.0,1.62,15.92,0.07,0.68,0.01,0.54,09:30:00,08:13:00,09:54:00,-77.0,24.0,-101.0,False,True,3
WTW,2015-10-19,NYSE,11.99,15.09,10.76,13.92,6.93,6.68,6.79,76.58,9.39,57210597.0,388459953.63,779009.0,683656.0,604143.0,688936.0,7559837.0,71382652.0,46385919.0,13725058.0,23288.0,273838.0,10.97,103.61,0.13,1.25,0.81,0.24,09:30:00,14:22:00,06:32:00,292.0,-178.0,470.0,True,False,0
ERII,2015-10-20,NASDAQ,7.09,8.16,6.1,7.32,2.51,2.4,2.46,188.21,6.07,52257286.0,128552923.56,172720.0,126678.0,86932.0,128776.67,1868941.0,22117485.0,739371.0,18365111.0,5998.0,82974.0,14.51,171.75,0.04,0.42,0.01,0.35,09:30:00,09:32:00,07:43:00,2.0,-107.0,109.0,True,False,1
SPHS,2015-11-10,NASDAQ,3.31,3.72,2.15,2.9,0.9,0.8,0.86,284.3,3.05,16844736.0,14508371.12,135077.0,104219.0,123007.0,120767.67,1717936.0,25200024.0,768161.0,21667354.0,3668.0,61548.0,14.23,208.67,0.1,1.5,0.05,1.29,09:30:00,09:04:00,09:22:00,-26.0,-8.0,-18.0,False,False,1
CPXX,2016-03-15,NASDAQ,8.15,9.1,6.44,8.94,1.9,1.51,1.68,385.12,7.73,34944150.0,58706172.0,8595430.0,279189.0,190279.0,3021632.67,3729666.0,39443694.0,31119333.0,1914130.0,8224.0,126979.0,1.23,13.05,0.11,1.13,0.89,0.05,09:30:00,07:53:00,10:08:00,-97.0,38.0,-135.0,False,True,1
VTAE,2016-03-17,NASDAQ,7.46,8.38,6.51,6.79,4.55,4.08,4.11,81.51,7.21,22079610.0,90747197.1,1589732.0,409357.0,573488.0,857525.67,1281476.0,23072925.0,3344417.0,17413492.0,3943.0,84479.0,1.49,26.91,0.06,1.04,0.15,0.79,09:30:00,07:22:00,11:53:00,-128.0,143.0,-271.0,False,True,3
SYNC,2016-05-05,NASDAQ,3.81,3.98,3.01,3.64,1.42,1.36,1.41,170.21,2.63,29999006.0,42298598.46,1174779.0,21163.0,39793.0,411911.67,2252680.0,25592662.0,,21517327.0,5558.0,82120.0,5.47,62.13,0.08,0.85,,0.72,09:30:00,09:30:00,04:29:00,0.0,-301.0,301.0,True,False,3
MGT,2016-05-09,NYSE,0.64,0.68,0.42,0.49,0.39,0.29,0.36,75.49,0.43,18098221.0,6600421.2,71005.0,180264.0,124407.0,125225.33,1259530.0,10117331.0,537844.0,7551497.0,1179.0,10827.0,10.06,80.79,0.07,0.56,0.03,0.42,09:30:00,08:48:00,10:20:00,-42.0,50.0,-92.0,False,True,0
CCXI,2016-05-10,NASDAQ,3.78,3.93,2.7,2.99,2.16,2.0,2.1,80.0,2.01,44290506.0,93010062.6,58140.0,114946.0,127652.0,100246.0,1075909.0,15142423.0,,13274056.0,2687.0,39218.0,10.73,151.05,0.02,0.34,,0.3,09:30:00,08:03:00,11:15:00,-87.0,105.0,-192.0,False,True,1
CPXX,2016-05-31,NASDAQ,30.01,30.1,29.82,30.08,17.69,16.75,17.53,71.19,17.0,42470256.0,744503587.68,1146966.0,1637014.0,1493353.0,1425777.67,9791153.0,38250460.0,27181441.0,,8777.0,77466.0,6.87,26.83,0.23,0.9,0.64,,09:30:00,04:24:00,04:00:00,-306.0,-330.0,24.0,False,False,1
SPHS,2016-06-10,NASDAQ,2.79,3.0,1.9,1.98,1.21,1.06,1.17,138.46,2.2,20816164.0,24354911.88,2493928.0,822948.0,503699.0,1273525.0,2140064.0,31898963.0,3079488.0,25048988.0,4515.0,67985.0,1.68,25.05,0.1,1.53,0.15,1.2,09:30:00,06:24:00,15:49:00,-186.0,379.0,-565.0,False,True,4
EBIO,2016-06-13,NASDAQ,3.68,3.8,2.29,2.39,1.98,1.62,1.87,96.79,2.71,19881725.0,37178825.75,2541678.0,1005411.0,668530.0,1405206.33,1190600.0,19054421.0,,16485783.0,2599.0,39723.0,0.85,13.56,0.06,0.96,,0.83,09:30:00,09:27:00,07:45:00,-3.0,-105.0,102.0,False,False,0
HTWR,2016-06-27,NASDAQ,57.54,57.91,57.45,57.79,32.11,29.69,29.98,91.93,28.23,17540557.0,525865898.86,226953.0,135602.0,97282.0,153279.0,1632543.0,10298053.0,7184114.0,903434.0,2154.0,39079.0,10.65,67.19,0.09,0.59,0.41,0.05,09:30:00,15:24:00,07:27:00,354.0,-123.0,477.0,True,False,0
SQNM,2016-07-27,NASDAQ,2.38,2.39,2.34,2.35,0.87,0.84,0.85,180.36,1.57,119243357.0,101440323.8,363087.0,263228.0,500910.0,375741.67,7533789.0,40718435.0,,32070875.0,2898.0,28595.0,20.05,108.37,0.06,0.34,,0.27,09:30:00,07:32:00,06:59:00,-118.0,-151.0,33.0,False,False,2
VTAE,2016-09-14,NASDAQ,20.81,20.97,20.81,20.85,8.27,7.91,8.1,156.91,14.22,28841067.0,233612642.7,174239.0,158679.0,209052.0,180656.67,12761912.0,33714164.0,9753745.0,10739074.0,8386.0,39140.0,70.64,186.62,0.44,1.17,0.34,0.37,09:30:00,08:32:00,08:30:00,-58.0,-60.0,2.0,False,False,2
HTCH,2016-09-22,NASDAQ,3.97,3.98,3.96,3.97,1.55,1.44,1.49,166.44,2.66,33922004.0,50543785.96,143205.0,132577.0,134931.0,136904.33,2563228.0,14553511.0,,11432062.0,911.0,11801.0,18.72,106.3,0.08,0.43,,0.34,09:30:00,08:34:00,08:30:00,-56.0,-60.0,4.0,False,False,3
TUBE,2016-11-10,NASDAQ,13.96,13.96,13.88,13.94,7.89,7.31,7.67,82.01,6.96,36775785.0,282070270.95,670498.0,336807.0,312963.0,440089.33,5628761.0,28514458.0,,21808832.0,2563.0,37185.0,12.79,64.79,0.15,0.78,,0.59,09:30:00,08:37:00,09:43:00,-53.0,13.0,-66.0,False,True,3
PTCT,2016-11-11,NASDAQ,10.63,11.63,9.75,11.3,6.23,5.7,6.0,77.17,7.6,34318169.0,205909014.0,1800845.0,1420944.0,1560648.0,1594145.67,1928687.0,21662068.0,18384309.0,377788.0,6850.0,83025.0,1.21,13.59,0.06,0.63,0.54,0.01,09:30:00,07:51:00,07:07:00,-99.0,-143.0,44.0,False,False,4
RLOG,2016-11-17,NASDAQ,2.23,2.95,1.32,1.5,1.3,0.9,1.09,104.89,2.27,18569186.0,20210702.04,1616761.0,942444.0,419932.0,993045.67,3327080.0,24470984.0,2591369.0,16971907.0,7217.0,69260.0,3.35,24.64,0.18,1.32,0.14,0.91,09:30:00,09:34:00,13:19:00,4.0,229.0,-225.0,True,True,3
ROX,2017-02-28,NYSE,1.32,1.45,0.99,1.04,0.76,0.72,0.73,80.85,0.73,160970167.0,117492124.89,120958.0,95923.0,139179.0,118686.67,1385598.0,14047042.0,63235.0,12340209.0,2652.0,30722.0,11.67,118.35,0.01,0.09,0.0,0.08,09:30:00,08:52:00,08:00:00,-38.0,-90.0,52.0,False,False,1
TGTX,2017-03-06,NASDAQ,10.25,11.6,9.1,10.2,5.78,5.35,5.35,91.59,7.1,56908544.0,304460710.4,493264.0,330577.0,351128.0,391656.33,1485024.0,33774450.0,1907271.0,28957343.0,4129.0,116667.0,3.79,86.23,0.03,0.59,0.03,0.51,09:30:00,09:34:00,08:34:00,4.0,-56.0,60.0,True,False,0
PLUG,2017-04-05,NASDAQ,2.38,2.4,1.91,2.25,1.32,1.25,1.3,83.08,1.29,191185084.0,248540609.2,2369019.0,2948880.0,4749445.0,3355781.33,10057720.0,137143260.0,,119419284.0,17108.0,228924.0,3.0,40.87,0.05,0.72,,0.62,09:30:00,07:06:00,07:00:00,-144.0,-150.0,6.0,False,False,2
IMNP,2017-04-20,NASDAQ,4.61,5.02,3.41,3.65,2.54,2.29,2.44,88.93,2.88,9715000.0,23704600.0,189400.0,706824.0,564115.0,486779.67,1416878.0,19754347.0,925289.0,16251495.0,3614.0,58141.0,2.91,40.58,0.15,2.03,0.1,1.67,09:30:00,09:31:00,08:00:00,1.0,-90.0,91.0,True,False,3
INSM,2017-09-05,NASDAQ,29.5,29.52,24.0,26.99,12.6,12.12,12.29,140.03,17.83,62377916.0,766624587.64,348279.0,426258.0,558140.0,444225.67,2181372.0,27380837.0,,23500154.0,9164.0,137099.0,4.91,61.64,0.03,0.44,,0.38,09:30:00,09:29:00,07:02:00,-1.0,-148.0,147.0,False,False,1
MRTX,2017-09-15,NASDAQ,9.85,12.4,9.15,11.2,4.9,4.75,4.75,107.37,7.65,24969783.0,118606469.25,472749.0,309654.0,63936.0,282113.0,1991807.0,48767486.0,18635060.0,25039443.0,5274.0,176536.0,7.06,172.87,0.08,1.95,0.75,1.0,09:30:00,10:58:00,06:41:00,88.0,-169.0,257.0,True,False,4
ZYNE,2017-09-28,NASDAQ,11.05,11.28,9.38,9.44,6.25,5.81,6.19,78.51,5.48,13257279.0,82062557.01,342833.0,345881.0,383450.0,357388.0,2143950.0,13681463.0,499406.0,9903344.0,7496.0,60678.0,6.0,38.28,0.16,1.03,0.04,0.75,09:30:00,07:48:00,06:30:00,-102.0,-180.0,78.0,False,False,3
ZGNX,2017-09-29,NASDAQ,31.45,37.55,27.2,35.05,13.95,11.8,12.88,144.27,25.75,24841080.0,319828905.0,1493283.0,903580.0,795872.0,1064245.0,2903817.0,29158306.0,19443646.0,5297824.0,10795.0,157135.0,2.73,27.4,0.12,1.17,0.78,0.21,09:30:00,07:34:00,10:49:00,-116.0,79.0,-195.0,False,True,4
RGSE,2017-10-04,NASDAQ,2.35,3.25,1.78,2.37,0.84,0.82,0.82,186.59,2.45,7480906.0,6134342.92,143117.0,52518.0,38712.0,78115.67,1879388.0,53490911.0,35939253.0,12962775.0,4289.0,130804.0,24.06,684.77,0.25,7.15,4.8,1.73,09:30:00,13:26:00,08:14:00,236.0,-76.0,312.0,True,False,2
OTIC,2017-11-09,NASDAQ,5.75,6.0,4.5,5.13,2.9,2.8,2.8,105.36,3.2,30337119.0,84943933.2,4196568.0,554088.0,451619.0,1734091.67,1500547.0,27974222.0,13895372.0,11475673.0,3639.0,73582.0,0.87,16.13,0.05,0.92,0.46,0.38,09:30:00,06:34:00,09:37:00,-176.0,7.0,-183.0,False,True,3
OTIV,2017-12-18,NASDAQ,1.98,2.45,1.66,2.29,1.1,0.93,1.03,92.23,1.52,41134378.0,42368409.34,710796.0,228124.0,291348.0,410089.33,3089685.0,52864146.0,8130245.0,38398673.0,5581.0,122135.0,7.53,128.91,0.08,1.29,0.2,0.93,09:30:00,08:35:00,08:31:00,-55.0,-59.0,4.0,False,False,0
BETR,2017-12-18,NYSE,11.95,12.01,11.93,12.01,7.33,6.94,7.0,70.71,6.54,76745948.0,537221636.0,1675126.0,1123810.0,4514680.0,2437872.0,23080325.0,56903528.0,25850023.0,6485244.0,4553.0,36282.0,9.47,23.34,0.3,0.74,0.34,0.08,09:30:00,07:26:00,07:43:00,-124.0,-107.0,-17.0,False,False,0
LTEA,2017-12-21,NASDAQ,7.95,9.49,6.13,6.91,2.48,2.13,2.44,225.82,7.79,9755607.0,23803681.08,779529.0,168497.0,189758.0,379261.33,1464840.0,15084305.0,544446.0,11946590.0,5777.0,66522.0,3.86,39.77,0.15,1.55,0.06,1.22,09:30:00,08:52:00,08:29:00,-38.0,-61.0,23.0,False,False,3
WATT,2017-12-27,NASDAQ,17.35,24.1,15.3,23.7,9.11,8.42,8.84,96.27,16.0,22213689.0,196369010.76,1047804.0,306168.0,235948.0,529973.33,1614097.0,42030722.0,36566564.0,916349.0,7100.0,214190.0,3.05,79.31,0.07,1.89,1.65,0.04,09:30:00,15:54:00,10:30:00,384.0,60.0,324.0,True,True,2
FORD,2018-01-19,NASDAQ,2.6,4.45,2.33,2.95,1.31,1.23,1.24,109.68,3.25,8850830.0,10975029.2,169222.0,41962.0,634501.0,281895.0,1335817.0,58325397.0,17898699.0,36282487.0,2647.0,198360.0,4.74,206.9,0.15,6.59,2.02,4.1,09:30:00,10:06:00,06:07:00,36.0,-203.0,239.0,True,False,4
FOSL,2018-02-14,NASDAQ,16.13,18.0,13.8,16.97,9.14,8.28,9.04,78.43,10.84,48643000.0,439732720.0,6844256.0,2360830.0,1864841.0,3689975.67,2467842.0,42096456.0,32725209.0,4323992.0,6358.0,161014.0,0.67,11.41,0.05,0.87,0.67,0.09,09:30:00,15:22:00,10:57:00,352.0,87.0,265.0,True,True,2
VTGN,2018-05-25,NASDAQ,1.67,1.76,1.41,1.47,1.0,0.96,0.97,72.16,0.82,22902615.0,22215536.55,1137088.0,467424.0,97619.0,567377.0,2781107.0,27963164.0,2820497.0,20722269.0,4406.0,58181.0,4.9,49.28,0.12,1.22,0.12,0.9,09:30:00,07:46:00,07:03:00,-104.0,-147.0,43.0,False,False,4
AXON,2018-06-06,NASDAQ,29.28,37.1,26.16,36.4,15.04,13.6,14.0,109.14,27.66,107788074.0,188629129.5,1143955.0,3545943.0,7157941.0,3949279.67,1007568.13,14208907.88,2942739.75,9368496.88,1924.25,43402.25,0.26,3.6,0.01,0.13,0.03,0.09,09:30:00,10:02:00,06:09:00,32.0,-201.0,233.0,True,False,2
GLMD,2018-06-12,NASDAQ,25.34,27.06,17.52,17.59,7.24,6.82,7.0,262.0,21.31,14435161.0,101046127.0,55638.0,57274.0,77817.0,63576.33,2643862.0,16404833.0,,12007629.0,11700.0,98871.0,41.59,258.03,0.18,1.14,,0.83,09:30:00,09:25:00,07:02:00,-5.0,-148.0,143.0,False,False,1
ANW,2018-07-05,NYSE,1.63,2.05,1.22,2.03,0.7,0.62,0.63,158.73,1.45,39403822.0,24824407.86,814938.0,956561.0,845947.0,872482.0,2394129.0,38784723.0,32268259.0,,4266.0,70808.0,2.74,44.45,0.06,0.98,0.82,,09:30:00,15:59:00,08:02:00,389.0,-88.0,477.0,True,False,3
DFBG,2018-07-05,NASDAQ,6.27,6.89,4.77,4.86,3.58,2.98,3.09,102.91,6.06,14079480.0,43505593.2,495672.0,517069.0,1725967.0,912902.67,1639015.0,14639436.0,1923216.0,10047465.0,5524.0,56025.0,1.8,16.04,0.12,1.04,0.14,0.71,09:30:00,09:41:00,07:01:00,11.0,-149.0,160.0,True,False,3
MBVX,2018-07-09,NASDAQ,2.05,2.55,1.4,1.46,0.7,0.51,0.59,247.46,2.1,9253081.0,5459317.79,240630.0,47461.0,99432.0,129174.33,1181645.0,22120691.0,3403707.0,15914969.0,2878.0,58870.0,9.15,171.25,0.13,2.39,0.37,1.72,09:30:00,09:40:00,08:00:00,10.0,-90.0,100.0,True,False,0
AFMD,2018-08-28,NASDAQ,4.2,5.7,3.85,5.55,1.65,1.55,1.6,162.5,4.3,62390068.0,99824108.8,3239009.0,133118.0,69065.0,1147064.0,2427648.0,37457610.0,33357796.0,,4280.0,82766.0,2.12,32.66,0.04,0.6,0.53,,09:30:00,15:59:00,09:54:00,389.0,24.0,365.0,True,True,1
NLST,2018-09-07,NASDAQ,0.32,0.4,0.27,0.28,0.17,0.14,0.15,117.41,0.29,111311243.0,16362752.72,11120262.0,5534276.0,967582.0,5874040.0,6883346.0,54450278.0,3807393.0,38232073.0,5190.0,49284.0,1.17,9.27,0.06,0.49,0.03,0.34,09:30:00,09:18:00,06:58:00,-12.0,-152.0,140.0,False,False,4
