Symbol,Date,Exchange,Open,High,Low,Close,Prev High,Prev Low,Prev Close,GAP%,ATR14,Outstanding Shares,Market Cap,Volume(-1),Volume(-2),Volume(-3),Avg Prev 3 Day Volume,PM Volume,Daily Volume,Volume Open to HOD,Volume HOD to Close,PM Trades,No. Trades,PM Volume / Avg Prev 3 Day Volume,Daily Volume / Avg Prev 3 Day Volume,PM Supply Rotation,Daily Supply Rotation,Supply Rotations Open to HOD,Supply Rotations HOD to Close,Open Time,Time HOD,Time LOD,Minutes Open to HOD,Minutes Open to LOD,Time HOD - LOD,Broke PM High,Broke PM Low,Day
XTNT,2020-05-21,NYSE,2.77,3.5,1.52,1.74,0.68,0.63,0.67,314.36,2.87,13223565.0,8839953.2,953509.0,159676.0,40177.0,384454.0,7676553.0,32038006.0,1142064.0,20814860.0,16315.0,94014.0,19.97,83.33,0.58,2.42,0.09,1.57,09:30:00,09:50:00,04:25:00,20.0,-305.0,325.0,True,False,3
NAVB,2020-05-22,NYSE,3.12,3.5,2.26,2.43,1.35,1.2,1.27,145.67,2.65,21645425.0,27489689.75,1421052.0,579103.0,695737.0,898630.67,9944701.0,82536099.0,2693170.0,64642499.0,22059.0,286085.0,11.07,91.85,0.46,3.81,0.12,2.99,09:30:00,09:32:00,05:24:00,2.0,-246.0,248.0,True,False,4
XSPA,2020-05-22,NASDAQ,3.09,3.48,2.19,2.64,1.71,1.49,1.55,99.23,2.35,86500160.0,44720582.72,37116399.0,15517486.0,8597302.0,20410395.67,11853749.67,117540367.67,3258297.33,96536912.67,10176.67,137468.33,0.58,5.76,0.14,1.36,0.04,1.12,09:30:00,09:31:00,08:41:00,1.0,-49.0,50.0,True,False,4
WWR,2020-06-02,NASDAQ,4.21,4.26,2.3,2.39,2.3,1.69,2.0,110.5,2.86,5916976.0,11833952.0,441902.0,69851.0,82359.0,198037.33,3186164.0,24810216.0,,20070099.0,10747.0,96739.0,16.09,125.28,0.54,4.19,,3.39,09:30:00,08:25:00,08:00:00,-65.0,-90.0,25.0,False,False,1
HUGE,2020-06-03,NASDAQ,14.0,14.0,7.05,7.39,3.2,2.93,3.1,351.61,11.45,114986127.0,356456993.7,7960.0,10590.0,5291.0,7947.0,2835809.0,15805032.0,,11635642.0,11625.0,99609.0,356.84,1988.8,0.02,0.14,,0.1,09:30:00,10:00:00,04:25:00,30.0,-305.0,335.0,True,False,2
TMDI,2020-06-04,NASDAQ,0.68,1.57,0.57,1.57,0.29,0.26,0.28,145.61,1.31,59931381.0,16592662.08,1459082.0,1051531.0,2505571.0,1672061.33,10882608.0,91460710.0,72848747.0,,10334.0,118410.0,6.51,54.7,0.18,1.53,1.22,,09:30:00,15:59:00,04:23:00,389.0,-307.0,696.0,True,False,3
CIDM,2020-06-04,NASDAQ,4.38,6.0,3.15,3.63,1.5,0.72,1.31,234.35,5.42,61937593.0,81138246.83,53701976.0,6251529.0,4257407.0,21403637.33,28490454.0,223314246.0,37130625.0,146209972.0,57705.0,739185.0,1.33,10.43,0.46,3.61,0.6,2.36,09:30:00,09:45:00,06:39:00,15.0,-171.0,186.0,True,False,3
VISL,2020-06-04,NASDAQ,2.7,4.47,2.26,3.42,1.52,0.97,1.27,111.51,3.66,88276562.0,37517538.85,105886648.0,29806357.0,97031039.0,77574681.33,7900811.0,116347717.67,62541564.33,40932828.0,6869.33,150710.33,0.1,1.5,0.09,1.32,0.71,0.46,09:30:00,12:04:00,04:00:00,154.0,-330.0,484.0,True,False,3
HTZ,2020-06-05,NYSE,3.48,3.7,2.31,2.57,1.87,0.8,1.5,132.0,3.3,142285475.0,213428212.5,267968584.0,38080297.0,41301366.0,115783415.67,48048057.0,342203168.0,28427238.0,243354892.0,61145.0,689345.0,0.41,2.96,0.34,2.41,0.2,1.71,09:30:00,09:22:00,04:01:00,-8.0,-329.0,321.0,False,False,4
NE,2020-06-08,NYSE,0.57,0.74,0.5,0.73,0.29,0.18,0.28,103.57,0.62,250952112.0,70266591.36,83036432.0,26848255.0,53236930.0,54373872.33,12999881.0,139707585.0,113546897.0,5840948.0,8516.0,116094.0,0.24,2.57,0.05,0.56,0.45,0.02,09:30:00,07:20:00,04:00:00,-130.0,-330.0,200.0,False,False,0
ENOB,2020-06-08,NASDAQ,13.25,13.43,5.62,6.06,4.15,3.92,4.12,221.6,10.03,46497409.0,191569325.08,46607.0,44869.0,40177.0,43884.33,1980671.0,22255391.0,,18139598.0,8463.0,138306.0,45.13,507.14,0.04,0.48,,0.39,09:30:00,08:03:00,08:13:00,-87.0,-77.0,-10.0,False,False,0
XOG,2020-06-08,NASDAQ,0.75,1.7,0.72,1.48,0.43,0.28,0.43,76.3,1.42,138135046.0,58762648.57,20485992.0,3978518.0,2656161.0,9040223.67,3383404.0,64399905.0,50860222.0,5810255.0,2589.0,97551.0,0.37,7.12,0.02,0.47,0.37,0.04,09:30:00,15:45:00,04:00:00,375.0,-330.0,705.0,True,False,0
IZEA,2020-06-09,NASDAQ,2.32,2.59,1.75,2.08,1.28,0.59,1.26,84.13,2.12,35103429.0,44230320.54,45894424.0,2879471.0,5507625.0,18093840.0,20208177.0,133263113.0,,105759045.0,32921.0,329148.0,1.12,7.37,0.58,3.8,,3.01,09:30:00,09:10:00,04:19:00,-20.0,-311.0,291.0,False,False,1
DPW,2020-06-10,NYSE,4.72,6.55,2.77,3.05,1.47,1.34,1.42,232.39,5.55,5771634.0,8195720.28,275433.0,422808.0,882026.0,526755.67,18059212.0,126172617.0,34675509.0,66626122.0,45039.0,512553.0,34.28,239.53,3.13,21.86,6.01,11.54,09:30:00,10:01:00,06:30:00,31.0,-180.0,211.0,True,False,2
CRIS,2020-06-10,NASDAQ,2.19,3.59,1.64,1.7,1.28,0.85,1.22,79.51,2.83,36582309.0,44630416.98,3398644.0,190578.0,130493.0,1239905.0,8155149.0,178789157.0,94160056.0,69949708.0,15066.0,540826.0,6.58,144.2,0.22,4.89,2.57,1.91,09:30:00,12:15:00,15:58:00,165.0,388.0,-223.0,True,True,2
CHNR,2020-06-12,NASDAQ,4.8,6.04,1.37,1.47,1.0,0.85,0.95,403.67,5.29,24910916.0,23765013.86,30168.0,87905.0,153096.0,90389.67,1552973.0,47780632.0,16488015.0,25519843.0,5671.0,204934.0,17.18,528.61,0.06,1.92,0.66,1.02,09:30:00,10:14:00,07:50:00,44.0,-100.0,144.0,True,False,4
EMAN,2020-06-12,NYSE,1.18,1.49,0.85,0.91,0.66,0.58,0.6,96.08,0.99,53818852.0,32388185.13,11456911.0,6387753.0,4479582.0,7441415.33,8375202.0,77460050.0,17919474.0,46446660.0,10158.0,128754.0,1.13,10.41,0.16,1.44,0.33,0.86,09:30:00,04:09:00,13:52:00,-321.0,262.0,-583.0,False,True,4
EDSA,2020-06-15,NASDAQ,6.97,10.0,5.53,5.8,3.12,2.81,2.9,140.34,7.24,8859159.0,25691561.1,28515.0,45174.0,62975.0,45554.67,2971242.0,55545641.0,18294716.0,30703043.0,11946.0,279021.0,65.22,1219.32,0.34,6.27,2.07,3.47,09:30:00,10:32:00,08:15:00,62.0,-75.0,137.0,True,False,0
CLIR,2020-06-16,NASDAQ,1.54,3.33,1.4,2.37,0.84,0.77,0.79,94.32,2.83,26709761.0,21167485.59,3307018.0,109154.0,42083.0,1152751.67,2040415.0,227066711.0,185901187.0,31141020.0,5293.0,692906.0,1.77,196.98,0.08,8.5,6.96,1.17,09:30:00,14:51:00,09:34:00,321.0,4.0,317.0,True,True,1
ROSE,2020-06-16,NASDAQ,1.18,1.35,0.87,0.92,0.69,0.55,0.66,77.6,1.02,28811078.0,19142080.22,1362383.0,979610.0,738125.0,1026706.0,1595218.0,15102766.0,1057260.0,11585590.0,2286.0,29571.0,1.55,14.71,0.06,0.52,0.04,0.4,09:30:00,09:32:00,05:55:00,2.0,-215.0,217.0,True,False,1
UONEK,2020-06-17,NASDAQ,6.8,6.84,2.38,2.65,4.49,1.24,2.74,148.18,6.16,38058422.0,104280076.28,26833142.0,2469183.0,21431.0,9774585.33,18178771.0,89817055.0,4806981.0,60745025.0,48140.0,380312.0,1.86,9.19,0.48,2.36,0.13,1.6,09:30:00,08:05:00,15:39:00,-85.0,369.0,-454.0,False,True,2
ALPN,2020-06-18,NASDAQ,14.05,15.0,8.7,10.95,4.85,4.06,4.66,201.5,11.4,18587892.0,86619576.72,49453.0,24239.0,41098.0,38263.33,2523488.0,40084753.0,,34257045.0,11911.0,246964.0,65.95,1047.6,0.14,2.16,,1.84,09:30:00,08:34:00,11:20:00,-56.0,110.0,-166.0,False,True,3
AEMD,2020-06-18,NASDAQ,3.37,3.73,2.31,2.67,1.52,1.36,1.41,139.01,2.43,9367171.0,13207711.11,430984.0,192174.0,264506.0,295888.0,4898942.0,113145651.0,2653221.0,100097794.0,12521.0,385727.0,16.56,382.39,0.52,12.08,0.28,10.69,09:30:00,09:25:00,09:01:00,-5.0,-29.0,24.0,False,False,3
BYFC,2020-06-19,NASDAQ,3.76,7.23,3.14,3.31,1.97,1.3,1.7,121.18,6.14,19282571.0,32780370.7,7141164.0,6700321.0,59723.0,4633736.0,9921852.0,171829673.0,59664822.0,90583657.0,27416.0,779967.0,2.14,37.08,0.51,8.91,3.09,4.7,09:30:00,10:49:00,04:00:00,79.0,-330.0,409.0,True,False,4
BRN,2020-06-23,NYSE,1.9,2.1,1.21,1.35,0.83,0.71,0.78,143.75,1.54,8277160.0,6452046.22,73255.0,81314.0,183157.0,112575.33,6022954.0,41284282.0,,31572661.0,14499.0,132688.0,53.5,366.73,0.73,4.99,,3.81,09:30:00,06:57:00,06:11:00,-153.0,-199.0,46.0,False,False,1
EKSO,2020-06-25,NASDAQ,5.56,8.76,5.06,7.29,3.42,3.05,3.1,79.35,5.71,7591146.0,23532552.6,341822.0,248601.0,1360694.0,650372.33,8552498.0,123616682.0,58580287.0,46359998.0,27447.0,539549.0,13.15,190.07,1.13,16.28,7.72,6.11,09:30:00,11:50:00,08:15:00,140.0,-75.0,215.0,True,False,3
VXRT,2020-06-26,NASDAQ,11.49,14.3,7.89,8.04,6.48,3.45,6.26,83.55,12.07,74184322.0,464393855.72,141914903.0,19402200.0,2418252.0,54578451.67,27509412.0,230627072.0,19250824.0,160865576.0,78141.0,891057.0,0.5,4.23,0.37,3.11,0.26,2.17,09:30:00,09:40:00,04:00:00,10.0,-330.0,340.0,True,False,4
MDCA,2020-06-26,NASDAQ,2.77,2.88,1.96,2.05,1.16,1.11,1.15,140.87,1.78,72479423.0,83351336.45,1055009.0,649602.0,517485.0,740698.67,3971239.0,37254616.0,390314.0,25545902.0,10254.0,104185.0,5.36,50.3,0.05,0.51,0.01,0.35,09:30:00,04:27:00,15:40:00,-303.0,370.0,-673.0,False,True,4
BHTG,2020-06-29,NASDAQ,4.0,4.4,2.55,2.74,1.9,1.42,1.65,142.42,3.26,17437288.0,28771525.2,2251604.0,57120.0,87179.0,798634.33,14795867.0,107839199.0,,86061060.0,38529.0,404809.0,18.53,135.03,0.85,6.18,,4.94,09:30:00,09:30:00,04:00:00,0.0,-330.0,330.0,True,False,0
BYFC,2020-06-30,NASDAQ,3.16,3.16,1.97,2.11,1.9,1.65,1.73,82.66,6.14,19282571.0,33358847.83,1449301.0,2615805.0,4247054.0,2770720.0,9531310.0,37661983.0,,24785498.0,21063.0,127334.0,3.44,13.59,0.49,1.95,,1.29,09:30:00,08:59:00,07:21:00,-31.0,-129.0,98.0,False,False,1
YRCW,2020-07-01,NASDAQ,3.27,3.55,2.7,3.23,1.85,1.68,1.85,76.76,2.09,37145903.0,68719920.55,1791066.0,2172529.0,4363868.0,2775821.0,7949692.0,73832705.0,44025804.0,18456800.0,17331.0,194631.0,2.86,26.6,0.21,1.99,1.19,0.5,09:30:00,07:42:00,06:00:00,-108.0,-210.0,102.0,False,False,2
CRVS,2020-07-07,NASDAQ,5.04,6.88,4.69,4.96,2.8,2.61,2.74,83.94,4.37,28034733.0,76815168.42,72900.0,92829.0,52080.0,72603.0,3717658.0,97144266.0,42123759.0,46500086.0,11837.0,416109.0,51.21,1338.02,0.13,3.47,1.5,1.66,09:30:00,07:08:00,07:00:00,-142.0,-150.0,8.0,False,False,1
ANVS,2020-07-07,NYSE,9.15,10.25,6.67,6.78,4.32,3.84,3.84,138.28,6.41,6866608.0,26367774.72,55279.0,25322.0,9810.0,30137.0,7983034.0,47607825.0,14103754.0,21609145.0,29354.0,259267.0,264.89,1579.71,1.16,6.93,2.05,3.15,09:30:00,10:06:00,07:02:00,36.0,-148.0,184.0,True,False,1
AIHS,2020-07-08,NASDAQ,20.3,22.6,12.5,12.5,9.71,8.02,8.34,143.35,16.8,28839803.0,24058163.66,716632.0,435522.0,238045.0,463399.67,1114688.0,12424632.8,640638.3,10074025.2,2059.2,32613.7,2.41,26.81,0.04,0.43,0.02,0.35,09:30:00,09:32:00,08:36:00,2.0,-54.0,56.0,True,False,2
PSV,2020-07-10,NYSE,0.84,3.05,0.78,1.88,0.52,0.48,0.49,71.15,2.58,25661915.0,12523014.52,1400343.0,34006.0,49659.0,494669.33,4157830.0,173810991.0,135601733.0,26255815.0,6431.0,437729.0,8.41,351.37,0.16,6.77,5.28,1.02,09:30:00,14:34:00,05:32:00,304.0,-238.0,542.0,True,False,4
EQ,2020-07-13,NASDAQ,9.0,27.05,7.35,26.5,3.43,3.02,3.19,182.13,24.52,17723850.0,56539081.5,48232.0,167930.0,25450.0,80537.33,3006646.0,100657273.0,86525126.0,6593.0,11728.0,582694.0,37.33,1249.82,0.17,5.68,4.88,0.0,09:30:00,15:50:00,04:00:00,380.0,-330.0,710.0,True,False,0
ECOR,2020-07-13,NASDAQ,47.05,49.45,24.88,26.67,12.74,12.29,12.74,269.41,37.91,38815145.0,32992873.25,2558941.0,551067.0,522975.0,1210994.33,1845730.55,10730383.73,1267093.09,6937749.62,4314.11,32379.48,1.52,8.86,0.05,0.28,0.03,0.18,09:30:00,08:54:00,04:00:00,-36.0,-330.0,294.0,False,False,0
PRCP,2020-07-14,NASDAQ,5.33,7.29,4.55,6.5,3.18,2.91,3.07,73.62,4.38,9744000.0,29914080.0,26422.0,8595.0,62914.0,32643.67,2739739.0,91158842.0,40149206.0,41755867.0,9755.0,437507.0,83.93,2792.54,0.28,9.36,4.12,4.29,09:30:00,09:08:00,09:00:00,-22.0,-30.0,8.0,False,False,1
INMB,2020-07-14,NASDAQ,17.59,24.42,13.57,15.75,9.56,7.6,8.85,98.76,19.92,10925548.0,96691099.8,2376949.0,446070.0,183564.0,1002194.33,2584123.0,44738628.0,13058192.0,24491336.0,10846.0,288804.0,2.58,44.64,0.24,4.09,1.2,2.24,09:30:00,10:47:00,07:10:00,77.0,-140.0,217.0,True,False,1
ICON,2020-07-14,NASDAQ,1.53,1.53,1.0,1.04,0.84,0.74,0.78,96.15,0.82,15334000.0,11960520.0,706033.0,64354.0,84508.0,284965.0,4030735.0,17414768.0,,12338840.0,8735.0,45390.0,14.14,61.11,0.26,1.14,,0.8,09:30:00,06:10:00,15:14:00,-200.0,344.0,-544.0,False,True,1
INWK,2020-07-16,NASDAQ,2.93,2.94,2.69,2.85,1.34,1.25,1.32,121.97,1.79,52688000.0,69548160.0,440239.0,226063.0,418248.0,361516.67,1858231.0,17954592.0,,15136100.0,1256.0,31500.0,5.14,49.66,0.04,0.34,,0.29,09:30:00,08:30:00,04:03:00,-60.0,-327.0,267.0,False,False,3
DPW,2020-07-20,NYSE,4.89,5.24,2.9,2.97,2.24,2.04,2.06,137.38,3.32,6112117.0,12590961.02,253481.0,191115.0,299049.0,247881.67,13448129.0,77568960.0,21233218.0,38634267.0,45124.0,312190.0,54.25,312.93,2.2,12.69,3.47,6.32,09:30:00,09:09:00,06:30:00,-21.0,-180.0,159.0,False,False,0
TAT,2020-07-22,NYSE,0.56,0.84,0.4,0.49,0.32,0.23,0.31,79.27,0.63,62759347.0,19675055.28,2544856.0,976699.0,181292.0,1234282.33,3443825.0,54470526.0,6821195.0,41894682.0,3833.0,65805.0,2.79,44.13,0.05,0.87,0.11,0.67,09:30:00,09:42:00,14:17:00,12.0,287.0,-275.0,True,True,2
MIST,2020-07-23,NASDAQ,7.76,9.99,6.45,8.91,3.47,3.31,3.34,132.34,6.81,24692953.0,82474463.02,149059.0,245439.0,521323.0,305273.67,15677361.0,224641015.0,160134329.0,34109092.0,53976.0,1009020.0,51.36,735.87,0.63,9.1,6.49,1.38,09:30:00,14:40:00,07:00:00,310.0,-150.0,460.0,True,False,3
SCKT,2020-07-27,NASDAQ,3.85,4.15,2.12,2.22,1.54,1.45,1.46,163.68,2.83,6009109.0,8773900.05,31249.0,38993.0,31609.0,33950.33,20527143.0,102781713.0,4043515.0,71643703.0,63976.0,452533.0,604.62,3027.41,3.42,17.1,0.67,11.92,09:30:00,09:33:00,06:00:00,3.0,-210.0,213.0,True,False,0
KNDI,2020-07-30,NASDAQ,16.56,17.4,8.53,8.66,9.74,3.79,9.32,77.68,13.61,54352158.0,506562112.56,79339394.0,349065.0,423582.0,26704013.67,17234026.0,124731889.0,1922505.0,93547692.0,56662.0,678095.0,0.65,4.67,0.32,2.29,0.04,1.72,09:30:00,07:07:00,15:44:00,-143.0,374.0,-517.0,False,True,3
EDSA,2020-07-30,NASDAQ,15.18,19.1,8.73,9.45,5.39,5.1,5.2,191.92,14.62,8861895.0,46081854.0,50379.0,63395.0,73649.0,62474.33,10180872.0,45808583.0,2551985.0,28185195.0,44284.0,289204.0,162.96,733.24,1.15,5.17,0.29,3.18,09:30:00,09:37:00,07:45:00,7.0,-105.0,112.0,True,False,3
ZN,2020-07-31,NASDAQ,0.7,0.88,0.43,0.45,0.28,0.18,0.27,156.69,0.69,179908354.0,48971053.96,31488440.0,3067185.0,1885789.0,12147138.0,22628139.0,184799464.0,7843382.0,145125342.0,23749.0,196726.0,1.86,15.21,0.13,1.03,0.04,0.81,09:30:00,05:03:00,04:00:00,-267.0,-330.0,63.0,False,False,4
DTSS,2020-08-03,NASDAQ,5.75,6.24,2.9,3.08,2.08,1.94,1.94,196.39,4.55,20943846.0,40631061.24,13300.0,211279.0,15167.0,79915.33,13247121.0,56921656.0,,39129551.0,45046.0,272823.0,165.76,712.27,0.63,2.72,,1.87,09:30:00,09:06:00,07:27:00,-24.0,-123.0,99.0,False,False,0
CNDT,2020-08-07,NASDAQ,3.86,4.65,3.61,4.13,2.34,2.19,2.26,70.8,2.76,209228322.0,472856007.72,9185473.0,1564464.0,2060466.0,4270134.33,4525336.0,117877674.0,30281029.0,77104743.0,12549.0,391207.0,1.06,27.61,0.02,0.56,0.14,0.37,09:30:00,10:09:00,07:20:00,39.0,-130.0,169.0,True,False,4
MCRB,2020-08-10,NASDAQ,20.13,33.0,18.0,22.7,4.75,4.31,4.64,333.84,29.33,76258531.0,353839583.84,689646.0,649950.0,932742.0,757446.0,12787461.0,95410172.0,20443420.0,51500980.0,55331.0,689703.0,16.88,125.96,0.17,1.25,0.27,0.68,09:30:00,10:22:00,06:30:00,52.0,-180.0,232.0,True,False,0
OXBR,2020-08-11,NASDAQ,2.08,2.55,1.64,1.83,1.25,1.15,1.17,77.78,1.46,5733587.0,6708296.79,6715489.0,79919.0,120832.0,2305413.33,6652740.0,70414503.0,21443094.0,38552480.0,17638.0,217612.0,2.89,30.54,1.16,12.28,3.74,6.72,09:30:00,07:00:00,10:12:00,-150.0,42.0,-192.0,False,True,1
PRPH,2020-08-11,NASDAQ,4.04,4.53,2.46,2.61,1.94,1.85,1.94,108.25,2.93,11604253.0,22512250.82,2024.0,1044.0,5672.0,2913.33,1157577.0,11956217.0,526360.0,8839843.0,4286.0,61030.0,397.34,4103.96,0.1,1.03,0.05,0.76,09:30:00,09:12:00,08:48:00,-18.0,-42.0,24.0,False,False,1
EYEN,2020-08-11,NASDAQ,6.87,6.92,4.75,5.03,3.69,3.41,3.64,88.74,3.62,19943683.0,72595006.12,65210.0,186980.0,77385.0,109858.33,15975613.0,60766349.0,,40744789.0,61233.0,290522.0,145.42,553.13,0.8,3.05,,2.04,09:30:00,09:06:00,08:00:00,-24.0,-90.0,66.0,False,False,1
FAT,2020-08-13,NASDAQ,9.37,10.25,6.82,7.01,3.66,3.17,3.53,165.44,7.32,11894895.0,41988979.35,29116.0,4595.0,8906.0,14205.67,7614438.0,32591691.0,494318.0,21439560.0,32597.0,214017.0,536.01,2294.27,0.64,2.74,0.04,1.8,09:30:00,08:31:00,06:50:00,-59.0,-160.0,101.0,False,False,3
SMRT,2020-08-17,NASDAQ,0.23,0.25,0.13,0.15,0.16,0.1,0.11,114.35,0.25,48513878.0,5307418.25,51586042.0,10599900.0,18108581.0,26764841.0,19893638.0,111238459.0,16033904.0,70814616.0,12529.0,70507.0,0.74,4.16,0.41,2.29,0.33,1.46,09:30:00,05:00:00,14:40:00,-270.0,310.0,-580.0,False,True,0
LODE,2020-08-17,NYSE,1.36,2.12,1.32,1.45,0.81,0.76,0.79,72.15,1.36,32333863.0,25543751.77,279010.0,191710.0,358585.0,276435.0,8204002.0,225165334.0,163080648.0,46298233.0,18701.0,512335.0,29.68,814.53,0.25,6.96,5.04,1.43,09:30:00,14:09:00,06:49:00,279.0,-161.0,440.0,True,False,0
MICT,2020-08-18,NASDAQ,6.22,8.45,4.91,5.1,4.08,3.36,3.5,77.71,5.68,11930880.0,41758080.0,158106.0,175970.0,76220.0,136765.33,5487673.0,50909850.0,15713406.0,25616018.0,22068.0,260242.0,40.12,372.24,0.46,4.27,1.32,2.15,09:30:00,07:16:00,06:07:00,-134.0,-203.0,69.0,False,False,1
BDR,2020-08-19,NYSE,1.6,3.8,1.31,1.35,0.81,0.76,0.76,110.5,3.08,9765870.0,7423037.79,522156.0,14546.0,5715.0,180805.67,8618402.0,94499176.0,32149065.0,48660084.0,22341.0,322744.0,47.67,522.66,0.88,9.68,3.29,4.98,09:30:00,09:52:00,04:07:00,22.0,-323.0,345.0,True,False,2
GEVO,2020-08-20,NASDAQ,0.97,2.18,0.88,1.82,0.57,0.54,0.55,77.53,1.65,53798824.0,29427956.73,1926242.0,4372556.0,1562603.0,2620467.0,24041341.0,991108773.0,536586646.0,369686165.0,22076.0,1372948.0,9.17,378.22,0.45,18.42,9.97,6.87,09:30:00,12:59:00,06:19:00,209.0,-191.0,400.0,True,False,3
PED,2020-08-27,NYSE,1.5,2.5,1.45,2.11,0.79,0.78,0.79,91.03,1.75,72125328.0,56632807.55,2596719.0,8094.0,4997.0,869936.67,3719007.0,102663937.0,90181520.0,441109.0,9432.0,368859.0,4.28,118.01,0.05,1.42,1.25,0.01,09:30:00,12:03:00,07:11:00,153.0,-139.0,292.0,True,False,3
AIMT,2020-08-31,NASDAQ,34.21,34.28,34.15,34.22,12.68,11.82,12.6,171.51,22.46,65450142.0,824671789.2,1894367.0,1460515.0,672273.0,1342385.0,11488880.0,44667326.0,5755523.0,25596842.0,10579.0,136165.0,8.56,33.27,0.18,0.68,0.09,0.39,09:30:00,08:27:00,04:02:00,-63.0,-328.0,265.0,False,False,0
JILL,2020-09-01,NYSE,4.23,5.65,2.61,2.7,2.06,1.88,1.92,120.13,3.84,44802370.0,17226511.27,239971.0,160364.0,1008052.0,469462.33,1778044.0,19650175.6,2264553.4,14697082.8,2654.0,27796.8,3.79,41.86,0.04,0.44,0.05,0.33,09:30:00,09:39:00,08:00:00,9.0,-90.0,99.0,True,False,1
LONE,2020-09-02,NASDAQ,0.49,0.53,0.34,0.37,0.29,0.26,0.27,83.26,0.27,25375314.0,6777746.37,2535115.0,929564.0,544899.0,1336526.0,4896118.0,43259296.0,,35779119.0,6099.0,53559.0,3.66,32.37,0.19,1.7,,1.41,09:30:00,04:09:00,14:01:00,-321.0,271.0,-592.0,False,True,2
LUB,2020-09-08,NYSE,1.91,2.33,1.65,2.22,1.05,0.99,1.05,81.9,1.43,30625470.0,32156743.5,23482.0,118069.0,15121.0,52224.0,6993758.0,166735264.0,110789693.0,43254719.0,14541.0,481927.0,133.92,3192.69,0.23,5.44,3.62,1.41,09:30:00,13:06:00,08:00:00,216.0,-90.0,306.0,True,False,1
SAVA,2020-09-14,NASDAQ,7.15,8.41,5.6,7.75,3.4,3.14,3.32,115.36,5.63,24919333.0,82732185.56,2582038.0,519207.0,1114596.0,1405280.33,20022042.0,175097198.0,134405098.0,9983914.0,75522.0,717046.0,14.25,124.6,0.8,7.03,5.39,0.4,09:30:00,08:56:00,07:08:00,-34.0,-142.0,108.0,False,False,0
